caseid,yyyymm,yyyyq,yyyy,id,idprev,datepr,ics,icc,ice,pago,pagor1,pagor2,pexp,inexq1,inexq2,inex,rinc,bago,bexp,bus12,bus5,news1,news2,unemp,govt,ratex,px1q1,px1q2,px1,px5q1,px5q2,px5,dur,durrn1,durrn2,hom,homrn1,homrn2,shom,shomrn1,shomrn2,car,carrn1,carrn2,income,incqfm,ytl10,ytl90,ytl50,ytl5,ytl4,ytl3,homeown,homeval,homeamt,homeqfm,invest,invamt,invqfm,age,birthm,birthy,region,sex,marry,numkid,numadt,race,educ,eclgrd,ehsgrd,egrade,vehown,vehnum,gaspx1,gaspx2,gas5,gas1px1,gas1px2,gas1,wt,FFR,INFLATION,UNRATE,CPI,SHILLER,MORTG,PAGO,PEXP,INEXQ1,INEX,RINC,BAGO,BEXP,BUS12,BUS5,UNEMP,GOVT,RATEX,PX1,PX5,DUR,HOM,SHOM,CAR,INCOME,HOMEOWN,HOMEVAL,AGE,BIRTHY,WEST,NORTHEAST,SOUTH,SEX,MARRY,NUMKID,NUMADT,FAMSIZE,AFRICAN,HISPANIC,NATIVE,ASIAN,ECLGRD,VEHOWN,VEHNUM,GASPX1,GAS5,GAS1PX1,GAS1,ZLB,CPIDURABLES,mm,BUS12AG,PX1DISP,VXO,INFLVOLA,first,second,single,CARLOAN,HOMPX1Q1,HOMPX1Q2,HOMPX1,HOMPX5Q1,HOMPX5Q2,HOMPX5,pjob,pssa,pinc,pcry,PINC2,pstk,PINC,PJOB,INFLQRTL,PX1LAG,DPX1,DURLAG,DDUR,PX1BAR,PX1MEAN,PX1STD,GOOD,DURRN1,CARRN1,HOMRN1,INFLFORW,SPF,OUTSIDE,GOOD2,fitted,resids
240040,201301,20131,2013,129,,,76.010002,153.38,26.309999,1,13,27,3,1,5,5,3,5,3,5,5,60,50,3,5,5,1,3,3,2,2,2,1,12,0,1,12,0,5,52,0,1,20,12,60000,1,5,5,5,3,3,2,1,3,500000,1,1,175000,1,66,10,1946,3,1,4,0,1,1,5,1,1,16,,,3,,0,1,10,10,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,5,0,-1,0,-1,-1,0,-1,-1,3,2,1,1,-1,1,5.5588169,1,0,66,1946,0,1,0,0,0,0,1,1,0,0,0,0,1,,,0,0,1,10,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,6,6,1,10,10,20,50,70,3,80,60,70,20,2,,,,,,4.3400002,3.8800001,0,12,20,12,,2.0999999,1,0,4.3821273,-1.3821273
240404,201301,20131,2013,1228,352,201207,90.809998,2,147.86,5,52,51,1,1,30,30,1,5,1,1,1,59,23,3,5,1,1,6,6,1,6,6,5,61,56,1,16,0,1,16,0,5,61,56,35000,1,5,5,1,2,2,1,1,5,149000,1,1,3000,1,58,3,1954,4,1,1,0,2,1,5,1,1,16,,,1,50,50,1,10,10,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,30,1,-1,1,1,1,0,-1,1,6,6,-1,1,1,-1,5.0198202,1,-1,58,1954,0,0,1,0,1,0,2,2,0,0,0,0,1,,,1,50,1,10,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,3,3,10,10,50,5,50,20,50,10,4,8,-2,-1,0,-1,4.3400002,3.8800001,1,61,61,16,,2.0999999,1,0,4.3191996,1.6808007
240209,201301,20131,2013,433,,,105.61,77.690002,123.55,5,50,54,1,1,17,17,3,1,1,3,1,28,45,3,5,3,3,,0,1,3,3,1,11,0,1,11,16,5,51,53,1,16,32,37000,1,5,5,1,2,2,1,2,,,,1,20000,1,56,12,1956,3,1,3,0,1,1,3,5,1,12,,,3,,0,5,20,-20,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,17,0,1,1,0,1,0,-1,0,0,3,1,1,-1,1,5.0753899,0,,56,1956,0,1,0,0,0,0,1,1,0,0,0,0,0,,,0,0,-1,-20,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,0,70,80,5,70,80,80,0,1,,,,,,4.3400002,3.8800001,0,11,16,11,,2.0999999,1,0,4.3034673,-4.3034673
240068,201301,20131,2013,157,,,76.010002,77.690002,74.93,1,12,0,3,3,,0,5,1,3,1,5,45,0,1,5,3,1,10,10,1,15,15,5,61,12,5,61,0,5,61,0,1,16,0,80000,1,5,5,5,4,3,2,1,1,350000,1,1,,1,54,3,1958,2,1,1,0,2,1,3,5,1,12,,,1,75,75,1,20,20,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,-1,1,0,1,-1,1,-1,0,10,15,-1,-1,-1,1,5.846499,1,1,54,1958,0,0,0,0,1,0,2,2,0,0,0,0,0,,,1,75,1,20,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,10,10,1,15,15,50,30,10,3,50,50,10,50,4,,,,,,4.3400002,3.8800001,0,61,16,61,,2.0999999,1,0,4.2877355,5.7122645
240189,201301,20131,2013,413,,,90.809998,77.690002,99.239998,5,52,63,1,1,10,10,3,1,3,1,4,0,0,3,5,1,1,2,2,2,5,5,1,13,0,1,12,0,5,52,53,1,11,0,,2,,,,,,,2,,,,5,,,24,1,1989,2,1,5,0,2,3,3,5,1,12,,,1,100,100,3,,0,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,10,0,1,0,1,-1,0,-1,1,2,5,1,1,-1,1,,0,,24,1989,0,0,0,0,0,0,2,2,0,1,0,0,0,,,1,100,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,25,60,35,1,70,45,35,25,1,,,,,,4.3400002,3.8800001,0,13,11,12,,2.0999999,1,0,4.0517554,-2.0517557
240078,201301,20131,2013,167,,,31.6,39.84,26.309999,3,0,0,3,3,,0,5,1,3,5,5,10,16,1,5,1,1,5,5,1,2,2,5,54,0,1,12,16,5,52,0,5,62,51,28000,1,5,5,1,2,1,1,1,3,115000,1,5,,,40,1,1973,2,1,5,0,2,1,5,1,1,16,,,1,150,150,1,43,43,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,-1,1,0,-1,-1,1,-1,1,5,2,-1,1,-1,-1,4.7966766,1,0,40,1973,0,0,0,0,0,0,2,2,0,0,0,0,1,,,1,150,1,43,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,3,3,50,5,10,5,25,4,10,50,3,,,,,,4.3400002,3.8800001,0,54,62,12,,2.0999999,1,0,4.1776114,.82238853
240312,201301,20131,2013,1101,241,201207,150.02,153.38,147.86,1,12,0,1,1,25,25,1,1,1,1,1,18,19,5,5,1,2,3,3,1,2,2,1,12,0,1,11,17,5,52,86,1,12,0,135000,1,5,5,5,5,4,3,1,1,450000,1,1,300000,1,53,8,1959,3,1,1,2,3,1,5,1,1,16,,,3,,0,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,25,1,1,1,1,1,-1,-1,1,3,2,1,1,-1,1,6.3697472,1,1,53,1959,0,1,0,0,1,2,3,5,0,0,0,0,1,,,0,0,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,12,12,1,20,20,0,50,100,5,100,75,100,0,2,4,-1,-1,1,-.5,4.3400002,3.8800001,1,12,12,11,,2.0999999,1,0,4.2798696,-1.2798693
240248,201301,20131,2013,1037,110,201207,31.6,77.690002,2,5,60,52,5,3,,0,3,5,5,5,5,61,62,3,5,3,1,5,5,1,2,2,1,12,61,5,61,0,5,61,0,1,16,0,31000,1,5,5,1,2,1,1,1,8,180000,1,5,,,56,2,1956,3,1,3,0,3,1,4,1,1,14,,,3,,0,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,0,5,2,1,-1,-1,1,4.8984594,1,,56,1956,0,1,0,0,0,0,3,3,0,0,0,0,1,,,0,0,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,5,2,-2,5,3,-3,0,0,0,3,0,998,0,0,3,11,-6,0,1,-3,4.3400002,3.8800001,0,12,16,61,,2.0999999,1,0,4.3034673,.69653267
240177,201301,20131,2013,401,,,150.02,153.38,147.86,1,12,0,1,1,98,96,3,5,3,1,1,0,0,3,3,1,1,98,96,2,98,96,1,13,11,1,12,61,5,61,0,5,61,0,40000,1,5,5,1,2,2,2,1,1,90000,1,5,,,22,8,1990,2,2,1,1,2,1,4,5,1,13,,,1,10,10,3,,0,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,,0,-1,0,1,1,0,0,1,,,1,1,-1,-1,5.1533518,1,1,22,1990,0,0,0,1,1,1,2,3,0,0,0,0,0,,,1,10,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,3,,0,0,50,10,3,50,50,10,0,4,,,,,,4.3400002,3.8800001,0,13,61,12,,2.0999999,0,0,4.0360236,
239987,201301,20131,2013,76,,,76.010002,77.690002,74.93,3,0,0,3,1,98,96,1,1,3,9,3,0,0,5,1,3,1,4,4,1,2,2,3,33,0,5,53,0,5,86,0,1,30,0,137500,1,5,5,5,5,4,3,1,3,200000,1,1,,1,53,8,1959,2,2,5,1,1,5,6,1,1,17,,,1,100,100,1,50,50,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,,1,1,0,,0,-1,1,0,4,2,0,-1,-1,1,6.3880959,1,0,53,1959,0,0,0,1,0,1,1,2,0,0,0,1,1,,,1,100,1,50,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,3,,0,30,20,50,3,80,20,50,30,3,,,,,,4.3400002,3.8800001,0,33,30,53,,2.0999999,1,0,4.2798696,-.27986938
240411,201301,20131,2013,1235,337,201207,120.42,115.53,123.55,3,16,0,3,3,,0,3,1,1,1,1,23,0,1,1,3,3,,0,3,,0,1,41,0,1,31,0,1,21,0,1,41,0,47500,1,5,5,1,2,2,2,1,1,230000,1,1,75000,2,80,3,1932,2,2,1,0,2,1,4,5,1,14,,,3,,0,3,,0,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,5.325202,1,1,80,1932,0,0,0,1,1,0,2,2,0,0,0,0,0,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,0,100,5,3,0,100,5,0,1,,,1,0,,4.3400002,3.8800001,0,41,41,31,,2.0999999,1,0,4.4922514,-4.4922514
239968,201301,20131,2013,57,,,16.799999,2,26.309999,5,52,0,3,5,10,-10,5,3,3,5,5,0,0,3,3,3,1,5,5,1,3,3,5,61,0,1,16,12,5,52,0,1,20,16,65000,1,5,5,5,3,3,2,1,3,225000,1,1,500000,1,63,8,1949,2,2,1,0,2,1,4,1,1,14,,,3,,0,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,-1,-10,-1,0,0,-1,-1,0,0,0,5,3,-1,1,-1,1,5.6388593,1,0,63,1949,0,0,0,1,1,0,2,2,0,0,0,0,1,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,5,5,-5,3,,0,0,75,50,3,50,20,50,0,3,,,,,,4.3400002,3.8800001,0,61,20,16,,2.0999999,1,0,4.3585291,.64147073
240347,201301,20131,2013,1136,26,201207,135.22,153.38,123.55,1,10,0,3,1,5,5,1,1,1,1,1,23,28,5,3,3,2,2,2,1,2,2,1,12,0,1,16,12,1,16,21,1,30,16,125000,1,5,5,5,5,4,3,1,1,275000,1,1,100000,1,60,5,1952,4,2,3,1,1,1,6,1,1,17,,,1,50,50,1,10,10,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,5,1,1,1,1,1,-1,0,0,2,2,1,1,1,1,6.2927861,1,1,60,1952,0,0,1,1,0,1,1,2,0,0,0,0,1,,,1,50,1,10,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,7,7,1,5,5,10,75,80,3,100,25,80,10,1,3,-1,1,0,-.5,4.3400002,3.8800001,1,12,30,16,,2.0999999,1,0,4.3349314,-2.3349314
240300,201301,20131,2013,1089,171,201207,76.010002,77.690002,74.93,3,16,0,3,8,,98,3,8,3,9,3,45,0,5,3,1,3,,0,1,3,3,3,42,0,1,46,55,5,52,53,3,42,0,32500,2,5,5,1,2,2,1,1,1,1200000,1,1,,1,78,8,1934,1,2,4,0,1,1,3,5,1,12,,,5,10,-10,5,10,-10,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,,,0,,0,,0,-1,0,1,0,3,0,1,-1,0,4.9457121,1,1,78,1934,1,0,0,1,0,0,1,1,0,0,0,0,0,,,-1,-10,-1,-10,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,5,5,1,5,5,0,90,5,3,2,100,5,0,1,,,0,0,,4.3400002,3.8800001,0,42,42,46,,2.0999999,1,0,4.4765191,-4.4765191
239992,201301,20131,2013,81,,,120.42,77.690002,147.86,5,52,0,1,1,95,95,3,1,1,1,1,23,45,5,3,3,1,3,3,1,3,3,1,12,0,1,12,16,1,21,0,1,12,0,100000,1,5,5,5,4,3,3,1,3,750000,1,1,100000,1,46,2,1966,3,2,1,2,3,1,4,1,1,14,,,1,50,50,1,25,25,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,95,0,1,1,1,1,-1,0,0,3,3,1,1,1,1,6.0696425,1,0,46,1966,0,1,0,1,1,2,3,5,0,0,0,0,1,,,1,50,1,25,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,5,5,0,40,60,5,100,85,60,0,2,,,,,,4.3400002,3.8800001,0,12,12,12,,2.0999999,1,0,4.2248073,-1.2248074
240110,201301,20131,2013,334,,,2,2,2,5,56,54,5,5,7,-7,5,5,5,5,5,59,72,1,5,3,1,6,6,1,3,3,5,62,72,5,99,0,5,99,0,5,51,88,,2,,,,,,,1,5,,1,1,,1,50,5,1962,2,2,1,3,4,1,4,1,1,14,,,1,999,996,1,125,125,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-7,-1,-1,-1,-1,-1,1,-1,0,6,3,-1,-1,-1,-1,,1,-1,50,1962,0,0,0,1,1,3,4,7,0,0,0,0,1,,,1,,1,125,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,5,3,-3,20,20,0,5,10,40,0,20,4,,,,,,4.3400002,3.8800001,0,62,51,,,2.0999999,1,0,4.2562714,1.7437286
240004,201301,20131,2013,93,,,2,2,2,5,54,0,5,5,60,-60,5,5,5,5,5,61,60,1,5,1,1,5,5,1,5,5,5,61,0,5,61,0,5,52,0,5,61,0,,2,,,,,,,1,5,,1,5,,,48,8,1964,4,2,1,0,3,,3,5,1,12,,,1,150,150,1,100,100,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-60,-1,-1,-1,-1,-1,1,-1,1,5,5,-1,-1,-1,-1,,1,-1,48,1964,0,0,1,1,1,0,3,3,0,0,0,0,0,,,1,150,1,100,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,5,25,-25,5,25,-25,50,1,10,5,1,5,10,50,3,,,,,,4.3400002,3.8800001,0,61,61,61,,2.0999999,1,0,4.2405396,.75946063
240304,201301,20131,2013,1093,127,201207,61.209999,77.690002,50.619999,5,52,0,1,5,95,-95,5,1,3,5,5,45,0,3,5,3,1,7,7,1,7,7,1,42,0,1,12,0,5,52,0,1,12,0,40000,1,5,5,1,2,2,2,1,5,250000,1,5,,,57,7,1955,1,2,1,0,1,1,5,1,1,16,,,5,10,-10,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,-1,-95,-1,1,0,-1,-1,0,-1,0,7,7,1,1,-1,1,5.1533518,1,-1,57,1955,1,0,0,1,1,0,1,1,0,0,0,0,1,,,-1,-10,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,15,15,80,0,40,5,30,100,40,80,4,10,-3,0,1,-1.5,4.3400002,3.8800001,0,42,12,12,,2.0999999,1,0,4.3113332,2.6886666
240184,201301,20131,2013,408,,,135.22,115.53,147.86,3,0,0,1,3,,0,3,5,3,1,1,63,87,5,1,1,1,2,2,2,1,1,1,12,0,5,57,0,5,61,0,1,17,0,45000,1,5,5,1,2,2,2,2,,,,5,,,36,9,1976,2,2,1,3,2,1,4,5,1,15,,,1,80,80,1,35,35,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,1,0,0,0,-1,0,1,1,-1,1,1,2,1,1,-1,-1,1,5.2711349,0,,36,1976,0,0,0,1,1,3,2,5,0,0,0,0,0,,,1,80,1,35,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,50,0,25,3,5,10,25,50,1,,,,,,4.3400002,3.8800001,0,12,17,57,,2.0999999,1,0,4.1461473,-2.1461475
240362,201301,20131,2013,1151,261,201207,61.209999,39.84,74.93,3,13,16,3,3,,0,3,1,1,1,5,23,45,3,5,1,1,10,10,1,2,2,5,61,0,1,12,16,5,52,61,5,61,0,48000,1,5,5,1,2,2,2,1,3,100000,1,5,,,72,7,1940,4,2,1,0,2,1,5,1,1,16,,,1,50,50,1,10,10,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,0,1,1,1,-1,0,-1,1,10,2,-1,1,-1,-1,5.3356733,1,0,72,1940,0,0,1,1,1,0,2,2,0,0,0,0,1,,,1,50,1,10,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,5,5,0,50,0,5,0,90,0,0,4,10,0,1,-1,0,4.3400002,3.8800001,0,61,61,12,,2.0999999,1,0,4.4293232,5.5706768
239993,201301,20131,2013,82,,,46.41,77.690002,26.309999,5,52,0,3,1,1,1,5,5,3,5,5,23,0,3,3,1,1,1,1,1,1,1,1,12,0,1,12,0,5,52,0,1,11,0,160000,1,5,1,5,5,4,3,1,3,337500,1,1,,1,62,3,1950,3,2,1,0,2,1,6,1,1,17,,,1,30,30,1,15,15,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,1,-1,-1,0,-1,-1,0,0,1,1,1,1,1,-1,1,6.5396461,1,0,62,1950,0,1,0,1,1,0,2,2,0,0,0,0,1,,,1,30,1,15,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,2,2,20,25,20,5,50,80,20,20,1,,,,,,4.3400002,3.8800001,0,12,11,12,,2.0999999,1,0,4.3506632,-3.3506632
239962,201301,20131,2013,51,,,76.010002,115.53,50.619999,3,0,0,3,3,,0,3,1,3,9,5,61,0,3,3,8,1,98,96,1,98,96,1,12,0,1,12,19,5,99,0,8,,,80000,1,5,5,5,4,3,2,1,1,280000,1,1,500000,1,74,11,1938,1,2,4,0,1,3,5,1,1,16,,,1,98,98,1,998,996,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,0,1,0,,-1,0,0,,,,1,1,-1,,5.846499,1,1,74,1938,1,0,0,1,0,0,1,1,0,1,0,0,1,,,1,98,1,,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,998,996,3,,0,0,0,20,5,0,50,20,0,4,,,,,,4.3400002,3.8800001,0,12,,12,,2.0999999,0,0,4.445055,
240015,201301,20131,2013,104,,,105.61,115.53,99.239998,3,12,0,3,5,10,-10,5,1,1,9,2,0,0,3,3,5,1,10,10,1,10,10,1,12,0,1,16,0,5,52,0,1,16,12,90000,1,5,5,5,4,3,3,1,5,420000,1,1,500000,1,56,11,1956,3,2,4,0,2,1,6,1,1,17,,,1,25,25,1,10,10,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,-1,-10,-1,1,1,,1,0,0,-1,10,10,1,1,-1,1,5.964282,1,-1,56,1956,0,1,0,1,0,0,2,2,0,0,0,0,1,,,1,25,1,10,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,1,1,0,50,0,5,0,100,0,0,4,,,,,,4.3400002,3.8800001,0,12,16,16,,2.0999999,1,0,4.3034673,5.6965327
240292,201301,20131,2013,1081,176,201207,120.42,77.690002,147.86,5,52,0,1,1,50,50,1,1,1,1,1,0,0,5,3,3,3,,0,3,,0,1,42,0,1,21,12,5,52,61,1,12,0,45000,1,5,5,1,2,2,2,1,1,100000,1,5,,,45,8,1967,2,2,1,3,2,1,4,5,1,15,,,3,,0,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,50,1,1,1,1,1,-1,0,0,0,0,1,1,-1,1,5.2711349,1,1,45,1967,0,0,0,1,1,3,2,5,0,0,0,0,0,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,10,10,0,30,50,5,60,75,50,0,1,10,-10,1,0,-5,4.3400002,3.8800001,0,42,12,21,,2.0999999,1,0,4.2169414,-4.2169414
239930,201301,20131,2013,19,,,120.42,77.690002,147.86,5,60,54,1,1,20,20,3,1,3,1,1,0,0,3,3,3,1,10,10,5,2,-2,1,12,0,1,16,12,5,52,86,1,12,0,150000,1,5,5,5,5,4,3,2,,,,1,,1,38,2,1974,4,2,1,2,2,1,6,1,1,17,,,5,5,-5,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,20,0,1,0,1,1,0,0,0,10,-2,1,1,-1,1,6.4751077,0,,38,1974,0,0,1,1,1,2,2,4,0,0,0,0,1,,,-1,-5,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,30,80,50,5,70,30,50,30,4,,,,,,4.3400002,3.8800001,0,12,12,16,,2.0999999,1,0,4.1618795,5.8381205
240070,201301,20131,2013,159,,,31.6,2,50.619999,5,54,50,1,5,5,-5,5,5,3,5,5,63,0,1,3,3,1,4,4,2,3,3,5,62,0,1,16,12,5,52,0,1,11,0,97000,1,5,5,5,4,3,3,1,5,190000,1,1,70000,1,36,12,1976,3,2,1,2,2,1,5,1,1,16,,,3,,0,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,-1,-5,-1,-1,0,-1,-1,1,0,0,4,3,-1,1,-1,1,6.0391831,1,-1,36,1976,0,1,0,1,1,2,2,4,0,0,0,0,1,,,0,0,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,4,4,20,5,20,3,90,60,20,20,3,,,,,,4.3400002,3.8800001,0,62,11,16,,2.0999999,1,0,4.1461473,-.14614747
240022,201301,20131,2013,111,,,120.42,115.53,123.55,1,11,0,1,3,,0,3,1,3,8,1,23,0,3,5,1,1,3,3,1,2,2,8,,,1,12,16,1,12,0,1,21,0,112500,2,5,5,5,4,4,3,1,1,475000,1,1,50000,1,62,4,1950,1,2,3,0,1,1,5,1,1,16,,,3,,0,1,17,17,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,0,0,0,1,0,,1,0,-1,1,3,2,,1,1,1,6.1874256,1,1,62,1950,1,0,0,1,0,0,1,1,0,0,0,0,1,,,0,0,1,17,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,10,10,1,10,10,0,0,50,3,50,30,50,0,2,,,,,,4.3400002,3.8800001,0,,21,12,,2.0999999,1,0,4.3506632,-1.3506633
239983,201301,20131,2013,72,,,90.809998,153.38,50.619999,1,10,0,3,5,8,-8,5,5,5,9,4,85,0,1,3,1,1,10,10,1,3,3,1,13,0,1,45,0,5,52,0,1,11,0,50000,1,5,5,1,3,2,2,1,3,170000,1,1,18000,1,62,8,1950,1,2,1,0,2,1,3,5,1,12,,,1,100,100,1,50,50,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,-1,-8,-1,-1,-1,,-1,1,0,1,10,3,1,1,-1,1,5.3764954,1,0,62,1950,1,0,0,1,1,0,2,2,0,0,0,0,0,,,1,100,1,50,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,5,5,80,0,25,5,10,50,25,80,4,,,,,,4.3400002,3.8800001,0,13,11,45,,2.0999999,1,0,4.3506632,5.6493368
240179,201301,20131,2013,403,,,16.799999,2,26.309999,5,51,0,3,3,,0,5,1,3,5,4,59,21,3,3,1,1,10,10,1,5,5,5,62,61,5,62,57,5,52,86,1,12,17,36000,1,5,5,1,2,2,1,2,,,,5,,,53,3,1959,4,2,5,0,2,1,5,1,1,16,,,1,13,13,1,3,3,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,0,0,-1,1,0,-1,-1,0,0,1,10,5,-1,-1,-1,1,5.0479913,0,,53,1959,0,0,1,1,0,0,2,2,0,0,0,0,1,,,1,13,1,3,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,80,5,50,5,10,25,50,80,4,,,,,,4.3400002,3.8800001,0,62,12,62,,2.0999999,1,0,4.2798696,5.7201304
239990,201301,20131,2013,79,,,135.22,115.53,147.86,3,0,0,1,1,5,5,3,5,3,1,1,0,0,3,3,3,1,5,5,1,98,96,1,41,0,1,16,0,5,98,0,5,51,0,70000,1,5,5,5,3,3,2,2,,,,5,,,59,10,1953,2,2,1,0,2,1,3,5,1,12,,,1,5,5,1,6,6,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,1,1,5,0,-1,0,1,1,0,0,0,5,,1,1,-1,-1,5.7129674,0,,59,1953,0,0,0,1,1,0,2,2,0,0,0,0,0,,,1,5,1,6,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,0,10,20,3,0,20,20,0,3,,,,,,4.3400002,3.8800001,0,41,51,16,,2.0999999,1,0,4.3270655,.67293465
240302,201301,20131,2013,1091,260,201207,61.209999,77.690002,50.619999,5,52,0,1,5,2,-2,3,1,1,5,5,72,45,3,3,3,1,3,3,1,1,1,1,16,0,1,13,0,1,42,0,1,16,0,98000,1,5,5,5,4,3,3,1,3,45000,1,5,,,55,6,1957,4,2,1,0,2,3,1,5,5,8,,,1,50,50,1,15,15,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,-1,-2,0,1,1,-1,-1,0,0,0,3,1,1,1,1,1,6.0494394,1,0,55,1957,0,0,1,1,1,0,2,2,0,1,0,0,0,,,1,50,1,15,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,20,80,50,5,100,50,50,20,2,3,0,1,0,0,4.3400002,3.8800001,1,16,16,13,,2.0999999,1,0,4.2956014,-1.2956014
240350,201301,20131,2013,1139,174,201207,2,2,2,5,52,78,5,3,,0,5,5,5,5,5,16,63,1,5,1,1,3,3,1,3,3,5,62,0,1,13,47,1,21,0,1,13,12,60000,1,5,5,5,3,3,2,1,1,225000,2,1,50000,1,41,9,1971,4,2,1,2,2,1,3,5,1,12,,,1,100,100,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,3,3,-1,1,1,1,5.5588169,1,1,41,1971,0,0,1,1,1,2,2,4,0,0,0,0,0,,,1,100,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,998,996,1,3,3,80,20,80,5,0,10,80,80,2,10,-7,-1,0,-3.5,4.3400002,3.8800001,0,62,13,13,,2.0999999,1,0,4.1854773,-1.1854775
