caseid,yyyymm,yyyyq,yyyy,id,idprev,datepr,ics,icc,ice,pago,pagor1,pagor2,pexp,inexq1,inexq2,inex,rinc,bago,bexp,bus12,bus5,news1,news2,unemp,govt,ratex,px1q1,px1q2,px1,px5q1,px5q2,px5,dur,durrn1,durrn2,hom,homrn1,homrn2,shom,shomrn1,shomrn2,car,carrn1,carrn2,income,incqfm,ytl10,ytl90,ytl50,ytl5,ytl4,ytl3,homeown,homeval,homeamt,homeqfm,invest,invamt,invqfm,age,birthm,birthy,region,sex,marry,numkid,numadt,race,educ,eclgrd,ehsgrd,egrade,vehown,vehnum,gaspx1,gaspx2,gas5,gas1px1,gas1px2,gas1,wt,FFR,INFLATION,UNRATE,CPI,SHILLER,MORTG,PAGO,PEXP,INEXQ1,INEX,RINC,BAGO,BEXP,BUS12,BUS5,UNEMP,GOVT,RATEX,PX1,PX5,DUR,HOM,SHOM,CAR,INCOME,HOMEOWN,HOMEVAL,AGE,BIRTHY,WEST,NORTHEAST,SOUTH,SEX,MARRY,NUMKID,NUMADT,FAMSIZE,AFRICAN,HISPANIC,NATIVE,ASIAN,ECLGRD,VEHOWN,VEHNUM,GASPX1,GAS5,GAS1PX1,GAS1,ZLB,CPIDURABLES,mm,BUS12AG,PX1DISP,VXO,INFLVOLA,first,second,single,CARLOAN,HOMPX1Q1,HOMPX1Q2,HOMPX1,HOMPX5Q1,HOMPX5Q2,HOMPX5,pjob,pssa,pinc,pcry,PINC2,pstk,PINC,PJOB,INFLQRTL,PX1LAG,DPX1,DURLAG,DDUR,PX1BAR,PX1MEAN,PX1STD,GOOD,DURRN1,CARRN1,HOMRN1,INFLFORW,SPF,OUTSIDE,GOOD2,fitted,resids
240081,201301,20131,2013,170,,,61.209999,115.53,26.309999,3,0,0,3,5,5,-5,3,5,3,5,5,0,0,3,3,1,1,5,5,1,5,5,1,13,0,1,16,0,1,11,0,5,51,0,100000,1,5,5,5,4,3,3,1,3,300000,1,1,150000,1,66,1,1947,4,1,1,0,2,1,3,5,1,12,,,1,50,50,1,25,25,1,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,-1,-5,0,-1,0,-1,-1,0,0,1,5,5,1,1,1,-1,6.0696425,1,0,66,1947,0,0,1,0,1,0,2,2,0,0,0,0,0,,,1,50,1,25,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,3,,0,10,10,20,3,20,10,20,10,3,,,,,,4.3400002,3.8800001,0,13,51,16,,2.0999999,1,0,4.3821273,.61787271
240083,201301,20131,2013,172,,,105.61,153.38,74.93,1,13,27,3,3,,0,5,5,3,1,5,0,0,3,3,5,2,98,96,1,98,96,1,12,0,5,61,57,5,61,0,1,12,0,17376,1,1,5,1,1,1,1,2,,,,5,,,57,4,1955,3,1,4,0,2,1,2,5,5,11,,,1,300,300,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,-1,-1,0,1,-1,0,0,-1,,,1,-1,-1,1,4.319562,0,,57,1955,0,1,0,0,0,0,2,2,0,0,0,0,0,,,1,300,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,0,100,0,3,0,0,0,0,4,,,,,,4.3400002,3.8800001,0,12,12,61,,2.0999999,0,0,4.3113332,
240192,201301,20131,2013,416,,,76.010002,77.690002,74.93,5,99,0,3,1,5,5,8,5,3,5,2,0,0,3,5,3,1,4,4,5,98,-97,1,42,0,5,61,0,5,61,0,5,61,0,,2,,,,,,,1,1,,1,1,250000,2,22,6,1990,1,1,5,0,3,1,3,5,1,12,,,3,,0,3,,0,0,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,5,,-1,0,-1,1,0,-1,0,4,,1,-1,-1,-1,,1,1,22,1990,1,0,0,0,0,0,3,3,0,0,0,0,0,,,0,0,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,1,1,50,30,40,3,35,50,40,50,3,,,,,,4.3400002,3.8800001,0,42,61,61,,2.0999999,1,0,4.0360236,-.036023565
240210,201301,20131,2013,434,,,31.6,77.690002,2,5,51,54,5,5,5,-5,5,5,5,5,5,85,0,1,5,1,1,4,4,5,98,-97,1,12,0,1,16,12,5,52,0,5,52,0,130000,1,5,5,5,5,4,3,1,3,,1,1,70000,1,62,3,1950,2,1,3,0,1,1,3,5,1,12,,,1,150,150,1,50,50,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-5,-1,-1,-1,-1,-1,1,-1,1,4,,1,1,-1,-1,6.3320065,1,0,62,1950,0,0,0,0,0,0,1,1,0,0,0,0,0,,,1,150,1,50,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,3,,0,0,50,20,5,20,10,20,0,3,,,,,,4.3400002,3.8800001,0,12,52,16,,2.0999999,1,0,4.3506632,-.3506633
240250,201301,20131,2013,1039,142,201207,135.22,153.38,123.55,1,27,0,3,3,,0,3,3,3,2,1,47,0,3,5,3,1,5,5,1,1,1,1,11,0,1,21,0,1,21,0,1,21,0,112500,1,5,5,5,4,4,3,1,3,2000000,1,1,10000,1,18,6,1994,1,1,5,1,3,1,2,5,5,11,,,1,30,30,1,7,7,0,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,0,0,0,1,1,0,-1,0,5,1,1,1,1,1,6.1874256,1,0,18,1994,1,0,0,0,0,1,3,4,0,0,0,0,0,,,1,30,1,7,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,2,2,25,1,60,5,10,50,60,25,3,2,3,1,0,1.5,4.3400002,3.8800001,1,11,21,21,,2.0999999,1,0,4.0045595,.99544042
240154,201301,20131,2013,378,,,76.010002,77.690002,74.93,5,54,0,3,3,,0,5,5,3,1,5,56,60,3,5,3,1,1,1,1,1,1,1,12,16,1,12,16,5,86,0,5,61,54,67500,1,5,5,5,3,3,2,1,5,70000,1,1,200000,1,35,6,1977,4,1,1,2,2,1,6,1,1,17,,,1,150,150,1,13,13,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,0,0,-1,-1,0,1,-1,0,-1,0,1,1,1,1,-1,-1,5.6766,1,-1,35,1977,0,0,1,0,1,2,2,4,0,0,0,0,1,,,1,150,1,13,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,3,3,0,0,20,3,0,75,20,0,1,,,,,,4.3400002,3.8800001,0,12,61,12,,2.0999999,1,0,4.1382813,-3.1382816
240382,201301,20131,2013,1171,217,201207,31.6,77.690002,2,5,54,53,5,3,,0,5,5,5,5,5,0,0,5,5,5,2,1,1,1,2,2,1,12,0,1,12,62,5,61,59,1,91,21,,2,,,,,,,1,3,140000,1,5,,,73,6,1939,4,1,1,0,2,1,3,5,1,12,,,1,170,170,1,30,30,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,-1,1,,1,0,73,1939,0,0,1,0,1,0,2,2,0,0,0,0,0,,,1,170,1,30,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,0,20,20,3,0,30,20,0,1,1,0,0,1,0,4.3400002,3.8800001,1,12,91,12,,2.0999999,1,0,4.4371891,-3.4371893
240101,201301,20131,2013,190,,,135.22,115.53,147.86,3,50,12,1,1,1,1,3,1,1,1,1,49,23,5,3,3,1,1,1,1,4,4,1,12,0,1,12,0,5,52,86,1,30,16,150000,1,5,5,5,5,4,3,1,3,65000,1,1,100000,1,39,9,1973,2,1,1,0,3,1,4,5,1,15,,,3,,0,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,1,1,1,0,1,1,1,1,-1,0,0,1,4,1,1,-1,1,6.4751077,1,0,39,1973,0,0,0,0,1,0,3,3,0,0,0,0,0,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,2,2,0,0,50,5,80,100,50,0,1,,,,,,4.3400002,3.8800001,0,12,30,12,,2.0999999,1,0,4.1697454,-3.1697454
240345,201301,20131,2013,1134,63,201207,76.010002,115.53,50.619999,1,99,0,3,3,,0,3,5,3,9,5,0,0,3,3,3,3,,0,1,5,5,8,,,1,16,0,8,,,1,98,0,125000,1,5,5,5,5,4,3,1,3,200000,1,1,600000,1,51,9,1961,2,1,1,0,3,1,3,5,1,12,,,1,20,20,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,0,-1,0,,-1,0,0,0,0,5,,1,,1,6.2927861,1,0,51,1961,0,0,0,0,1,0,3,3,0,0,0,0,0,,,1,20,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,2,2,10,20,0,3,60,50,0,10,1,0,0,1,,0,4.3400002,3.8800001,1,,,16,,2.0999999,1,0,4.2641373,-4.2641373
239998,201301,20131,2013,87,,,105.61,115.53,99.239998,3,20,0,8,3,,0,5,1,3,3,1,63,0,3,3,1,1,5,5,1,3,3,1,11,0,1,12,16,5,52,0,1,30,16,26500,1,5,5,1,1,1,1,1,3,130000,1,1,200000,1,67,7,1945,1,1,5,0,1,1,4,1,1,14,,,1,100,100,3,,0,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,,0,0,-1,1,0,0,1,0,0,1,5,3,1,1,-1,1,4.7416167,1,0,67,1945,1,0,0,0,0,0,1,1,0,0,0,0,1,,,1,100,0,0,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,3,3,0,75,10,1,50,50,10,0,3,,,,,,4.3400002,3.8800001,0,11,30,12,,2.0999999,1,0,4.3899932,.61000675
240235,201301,20131,2013,1024,184,201207,46.41,77.690002,26.309999,5,52,63,3,9,,99,3,5,3,5,5,50,0,1,3,3,1,5,5,1,3,3,1,11,0,1,12,0,5,61,52,5,62,54,,2,,,,,,,1,3,200000,1,5,,,64,5,1948,3,1,5,0,1,1,3,5,1,12,,,1,200,200,1,50,50,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,,,0,-1,0,-1,-1,1,0,0,5,3,1,1,-1,-1,,1,0,64,1948,0,1,0,0,0,0,1,1,0,0,0,0,0,,,1,200,1,50,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,1,1,20,10,0,5,5,5,0,20,3,9,-4,1,0,-2,4.3400002,3.8800001,0,11,62,12,,2.0999999,1,0,4.3663955,.63360471
240357,201301,20131,2013,1146,33,201207,46.41,77.690002,26.309999,5,59,0,3,1,2,2,3,5,5,5,5,0,0,1,5,1,3,,0,1,98,96,1,11,0,1,12,0,5,52,86,1,11,0,50000,1,5,5,1,3,2,2,1,3,150000,1,1,100000,1,73,8,1939,1,1,4,0,1,1,5,1,1,16,,,3,,0,1,50,50,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,2,0,-1,-1,-1,-1,1,-1,1,0,,1,1,-1,1,5.3764954,1,0,73,1939,1,0,0,0,0,0,1,1,0,0,0,0,1,,,0,0,1,50,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,1,1,0,50,10,1,10,10,10,0,1,,,1,0,,4.3400002,3.8800001,0,11,11,12,,2.0999999,1,0,4.4371891,-4.4371891
240400,201301,20131,2013,1224,349,201207,76.010002,39.84,99.239998,3,0,0,3,3,,0,5,1,3,1,3,18,38,5,3,3,1,10,10,1,7,7,5,51,0,1,12,16,5,52,61,1,12,0,240000,1,5,1,5,5,4,3,1,3,350000,1,1,,1,53,11,1959,3,1,1,1,2,1,5,1,1,16,,,1,200,200,1,30,30,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,0,0,-1,1,0,1,0,-1,0,0,10,7,-1,1,-1,1,6.9451113,1,0,53,1959,0,1,0,0,1,1,2,3,0,0,0,0,1,,,1,200,1,30,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,1,5,5,1,4,4,50,50,0,3,0,40,0,50,4,10,0,0,-1,0,4.3400002,3.8800001,0,51,12,12,,2.0999999,1,0,4.2798696,5.7201304
240359,201301,20131,2013,1148,58,201207,76.010002,115.53,50.619999,3,50,54,3,1,3,3,3,1,1,9,5,44,0,3,3,1,1,3,3,1,3,3,1,12,13,1,16,12,5,86,52,1,12,0,110000,1,5,5,5,4,4,3,1,3,100000,1,1,40000,1,51,10,1961,2,1,1,1,2,1,3,5,1,12,,,1,75,75,1,27,27,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,3,0,1,1,,-1,0,0,1,3,3,1,1,-1,1,6.1649528,1,0,51,1961,0,0,0,0,1,1,2,3,0,0,0,0,0,,,1,75,1,27,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,2,2,25,40,50,3,100,50,50,25,2,3,0,1,0,0,4.3400002,3.8800001,1,12,12,16,,2.0999999,1,0,4.2641373,-1.2641374
240182,201301,20131,2013,406,,,76.010002,115.53,50.619999,3,0,0,3,5,2,-2,5,1,3,3,5,0,0,5,3,1,1,3,3,1,3,3,1,42,0,1,12,17,5,52,61,1,42,0,40000,1,5,5,1,2,2,2,1,5,65000,1,5,,,53,7,1959,4,1,3,0,1,,5,1,1,16,,,1,15,15,3,,0,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,-1,-2,-1,1,0,0,-1,-1,0,1,3,3,1,1,-1,1,5.1533518,1,-1,53,1959,0,0,1,0,0,0,1,1,0,0,0,0,1,,,1,15,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,5,5,-5,5,3,-3,25,25,10,5,50,50,10,25,2,,,,,,4.3400002,3.8800001,0,42,42,12,,2.0999999,1,0,4.2798696,-1.2798693
240270,201301,20131,2013,1059,236,201207,150.02,153.38,147.86,1,27,0,1,1,2,2,5,1,1,1,1,10,45,5,5,1,3,,0,1,1,1,1,12,33,1,16,12,5,52,0,1,20,30,112500,1,5,5,5,4,4,3,1,3,200000,1,1,250000,1,60,3,1952,2,1,1,0,2,1,5,1,1,16,,,1,50,50,1,25,25,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,2,-1,1,1,1,1,-1,-1,1,0,1,1,1,-1,1,6.1874256,1,0,60,1952,0,0,0,0,1,0,2,2,0,0,0,0,1,,,1,50,1,25,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,1,1,10,70,40,1,75,85,40,10,1,1,-1,1,0,-.5,4.3400002,3.8800001,1,12,20,16,,2.0999999,1,0,4.3349314,-4.3349314
240134,201301,20131,2013,358,,,135.22,153.38,123.55,1,10,0,3,1,7,7,1,1,1,1,1,45,0,3,5,1,3,,0,3,,0,1,12,0,1,21,0,5,61,0,1,41,0,60000,1,5,5,5,3,3,2,2,,,,1,6500,1,40,12,1972,1,1,1,0,3,2,4,5,1,14,,,5,10,-10,5,5,-5,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,7,1,1,1,1,1,0,-1,1,0,0,1,1,-1,1,5.5588169,0,,40,1972,1,0,0,0,1,0,3,3,1,0,0,0,0,,,-1,-10,-1,-5,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,20,50,80,3,75,65,80,20,1,,,,,,4.3400002,3.8800001,0,12,41,21,,2.0999999,1,0,4.1776114,-4.1776114
240122,201301,20131,2013,346,,,31.6,77.690002,2,5,54,78,5,5,5,-5,5,3,5,5,5,23,63,3,5,3,1,6,6,2,5,5,1,12,16,1,16,12,5,57,61,1,16,0,42000,1,5,5,1,2,2,2,1,1,75000,1,5,,,72,2,1940,2,1,1,0,2,1,4,5,1,13,,,3,,0,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,-1,-1,-5,-1,0,-1,-1,-1,0,-1,0,6,5,1,1,-1,1,5.2021418,1,1,72,1940,0,0,0,0,1,0,2,2,0,0,0,0,0,,,0,0,0,0,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,3,,0,25,50,50,3,50,50,50,25,4,,,,,,4.3400002,3.8800001,0,12,16,16,,2.0999999,1,0,4.4293232,1.5706768
240265,201301,20131,2013,1054,133,201207,105.61,153.38,74.93,1,19,0,3,1,3,3,5,1,3,1,5,0,0,3,3,3,1,2,2,1,2,2,1,13,0,1,46,0,1,47,0,1,12,0,45000,1,5,5,1,2,2,2,1,1,85000,1,1,150000,1,76,6,1936,2,1,1,0,2,1,5,1,1,16,,,1,50,50,1,30,30,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,3,-1,1,0,1,-1,0,0,0,2,2,1,1,1,1,5.2711349,1,1,76,1936,0,0,0,0,1,0,2,2,0,0,0,0,1,,,1,50,1,30,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,1,1,1,0,50,10,3,90,80,10,0,1,0,2,1,0,1,4.3400002,3.8800001,1,13,12,46,,2.0999999,1,0,4.4607873,-2.4607873
240131,201301,20131,2013,355,,,61.209999,39.84,74.93,3,54,50,3,1,15,15,5,5,3,5,2,0,0,3,3,3,2,10,10,1,9,9,5,62,0,1,12,0,5,61,52,5,51,61,32000,1,5,5,1,2,2,1,2,,,,5,,,51,2,1961,1,1,3,0,1,1,3,5,1,12,,,1,30,30,1,13,13,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,15,-1,-1,0,-1,1,0,0,0,10,9,-1,1,-1,-1,4.9302082,0,,51,1961,1,0,0,0,0,0,1,1,0,0,0,0,0,,,1,30,1,13,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,45,55,15,5,25,2,15,45,4,,,,,,4.3400002,3.8800001,0,62,51,12,,2.0999999,1,0,4.2641373,5.7358627
240354,201301,20131,2013,1143,265,201207,105.61,77.690002,123.55,5,52,60,1,1,2,2,3,5,1,1,3,0,0,1,5,1,1,3,3,1,3,3,1,11,0,1,11,0,5,61,0,1,11,0,35000,1,5,5,1,2,2,1,2,,,,1,50000,1,34,2,1978,4,1,5,0,1,2,3,5,1,12,,,1,90,90,1,40,40,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,2,0,-1,1,1,0,1,-1,1,3,3,1,1,-1,1,5.0198202,0,,34,1978,0,0,1,0,0,0,1,1,1,0,0,0,0,,,1,90,1,40,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,50,20,20,5,20,3,20,50,2,3,0,1,0,0,4.3400002,3.8800001,1,11,11,11,,2.0999999,1,0,4.1304154,-1.1304154
240207,201301,20131,2013,431,,,105.61,77.690002,123.55,5,52,0,1,1,95,95,5,5,1,8,1,60,63,3,3,1,1,5,5,5,2,-2,1,42,0,5,56,62,5,52,0,5,56,0,30000,1,5,5,1,2,1,1,2,,,,5,,,54,12,1958,3,1,3,0,3,2,4,5,1,15,,,1,50,50,1,20,20,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,95,-1,-1,1,,1,0,0,1,5,-2,1,-1,-1,-1,4.8656697,0,,54,1958,0,1,0,0,0,0,3,3,1,0,0,0,0,,,1,50,1,20,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,30,10,30,5,75,50,30,30,3,,,,,,4.3400002,3.8800001,0,42,56,56,,2.0999999,1,0,4.2877355,.71226466
240201,201301,20131,2013,425,,,105.61,115.53,99.239998,3,0,0,3,1,50,50,1,1,3,8,1,0,0,5,1,3,1,1,1,1,2,2,1,21,11,1,21,0,1,21,0,1,21,0,,2,,,,,,,2,,,,5,,,74,,1938,3,1,3,0,2,2,4,5,1,14,,,3,,0,1,30,30,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,0,1,50,1,1,0,,1,-1,1,0,1,2,1,1,1,1,,0,,74,1938,0,1,0,0,0,0,2,2,1,0,0,0,0,,,0,0,1,30,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,0,1,,,,,,,,80,100,100,1,70,60,100,80,1,,,,,,4.3400002,3.8800001,0,21,21,21,,2.0999999,1,0,4.445055,-3.4450552
240218,201301,20131,2013,1007,19,201207,90.809998,153.38,50.619999,1,12,0,1,1,10,10,3,5,3,5,5,58,0,3,3,5,1,2,2,1,1,1,1,16,0,1,16,12,5,52,0,1,16,0,200000,1,5,1,5,5,4,3,1,3,500000,1,1,,1,22,9,1990,4,1,5,0,3,1,5,1,1,16,,,1,40,40,1,8,8,0,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,1,1,10,0,-1,0,-1,-1,0,0,-1,2,1,1,1,-1,1,6.7627897,1,0,22,1990,0,0,1,0,0,0,3,3,0,0,0,0,1,,,1,40,1,8,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,22,50,85,5,100,50,85,22,1,1,1,1,0,.5,4.3400002,3.8800001,1,16,16,16,,2.0999999,1,0,4.0360236,-2.0360236
240100,201301,20131,2013,189,,,46.41,77.690002,26.309999,5,57,0,3,1,4,4,1,5,3,5,5,56,85,1,5,1,1,5,5,1,2,2,1,12,0,1,12,0,5,86,0,1,12,0,67500,1,5,5,5,3,3,2,1,3,325000,1,1,100000,1,43,4,1969,4,1,1,2,2,1,5,1,1,16,,,1,100,100,1,25,25,.75,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,1,4,1,-1,0,-1,-1,1,-1,1,5,2,1,1,-1,1,5.6766,1,0,43,1969,0,0,1,0,1,2,2,4,0,0,0,0,1,,,1,100,1,25,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,2,2,50,10,60,1,75,75,60,50,3,,,,,,4.3400002,3.8800001,0,12,12,12,,2.0999999,1,0,4.2012095,.79879057
240138,201301,20131,2013,362,,,135.22,153.38,123.55,1,10,0,3,1,3,3,3,1,1,1,1,0,0,3,1,1,2,3,3,1,2,2,1,12,0,1,21,16,5,52,0,1,16,12,80000,1,5,5,5,4,3,2,1,3,350000,1,1,40000,1,46,3,1966,1,1,4,1,2,3,5,1,1,16,,,3,,0,1,25,25,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,3,0,1,1,1,1,0,1,1,3,2,1,1,-1,1,5.846499,1,0,46,1966,1,0,0,0,0,1,2,3,0,1,0,0,1,,,0,0,1,25,1,-3.96,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,1,3,3,5,60,75,1,90,80,75,5,2,,,,,,4.3400002,3.8800001,0,12,16,21,,2.0999999,1,0,4.2248073,-1.2248074
240412,201301,20131,2013,1236,339,201207,31.6,2,50.619999,5,52,60,1,1,98,96,8,5,5,5,5,56,72,1,5,1,1,9,9,1,7,7,5,51,72,1,45,0,5,86,0,5,72,51,65000,1,5,5,5,3,3,2,2,,,,5,,,47,1,1966,3,1,5,0,1,1,6,1,1,17,,,1,250,250,1,60,60,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,1,1,,,-1,-1,-1,-1,1,-1,1,9,7,-1,1,-1,-1,5.6388593,0,,47,1966,0,1,0,0,0,0,1,1,0,0,0,0,1,,,1,250,1,60,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,0,0,100,1,80,0,100,0,4,10,-1,1,-1,-.5,4.3400002,3.8800001,0,51,72,45,,2.0999999,1,0,4.2326732,4.7673268
240307,201301,20131,2013,1096,77,201207,46.41,77.690002,26.309999,5,53,54,3,3,,0,5,5,3,5,5,0,0,3,5,1,1,3,3,1,3,3,1,13,61,1,13,0,5,61,0,5,59,0,14000,1,1,5,1,1,1,1,2,,,,5,,,69,10,1943,3,1,3,0,1,1,3,5,1,12,,,1,45,45,3,,0,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,-1,0,0,0,-1,-1,0,-1,-1,0,-1,1,3,3,1,1,-1,-1,4.1035295,0,,69,1943,0,1,0,0,0,0,1,1,0,0,0,0,0,,,1,45,0,0,1,-3.04,1,-17.57,3.8800001,13.3,.12,0,1,0,,,,,,,,0,10,50,3,10,50,50,0,2,5,-2,1,0,-1,4.3400002,3.8800001,1,13,59,13,,2.0999999,1,0,4.4057255,-1.4057252
240116,201301,20131,2013,340,,,135.22,153.38,123.55,1,11,23,3,3,,0,3,1,1,1,2,0,0,5,3,3,3,,0,1,3,3,1,12,0,1,12,16,5,52,0,1,12,16,80000,1,5,5,5,4,3,2,1,1,500000,1,1,45000,1,53,1,1960,4,1,1,0,3,1,3,5,1,12,,,1,200,200,1,100,100,1.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,0,0,0,1,1,1,1,-1,0,0,0,3,1,1,-1,1,5.846499,1,1,53,1960,0,0,1,0,1,0,3,3,0,0,0,0,0,,,1,200,1,100,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,7,7,1,5,5,20,20,80,5,50,50,80,20,1,,,,,,4.3400002,3.8800001,0,12,12,12,,2.0999999,1,0,4.2798696,-4.2798696
240390,201301,20131,2013,1179,268,201207,105.61,153.38,74.93,1,20,27,3,1,1,1,3,5,3,5,1,0,0,5,3,3,3,,0,3,,0,1,11,0,1,16,0,5,61,0,5,56,0,75000,1,5,5,5,4,3,2,1,3,80000,1,1,80000,1,48,7,1964,4,1,1,0,3,2,3,5,1,12,,,3,,0,3,,0,.5,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,0,1,1,0,-1,0,-1,1,-1,0,0,0,0,1,1,-1,-1,5.7819605,1,0,48,1964,0,0,1,0,1,0,3,3,1,0,0,0,0,,,0,0,0,0,1,-6.0300002,1,-17.57,3.8800001,13.3,.12,0,1,0,,3,,0,3,,0,10,50,50,3,10,80,50,10,1,0,0,1,0,0,4.3400002,3.8800001,1,11,56,16,,2.0999999,1,0,4.2405396,-4.2405396
240119,201301,20131,2013,343,,,31.6,77.690002,2,1,13,11,5,1,2,2,3,5,5,5,5,59,56,1,5,3,3,,0,1,2,2,5,61,0,1,13,0,5,52,53,5,61,62,35000,1,5,5,1,2,2,1,1,3,150000,1,5,,,66,1,1947,2,1,3,0,1,1,4,5,1,13,,,1,150,150,1,100,100,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,1,-1,1,2,0,-1,-1,-1,-1,1,-1,0,0,2,-1,1,-1,-1,5.0198202,1,0,66,1947,0,0,0,0,0,0,1,1,0,0,0,0,0,,,1,150,1,100,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,1,5,5,1,7,7,0,80,20,3,90,100,20,0,1,,,,,,4.3400002,3.8800001,0,61,61,13,,2.0999999,1,0,4.3821273,-4.3821273
240130,201301,20131,2013,354,,,46.41,115.53,2,3,0,0,5,3,,0,5,3,5,5,5,56,63,1,5,3,1,10,10,1,5,5,1,13,0,5,62,89,1,21,0,5,62,54,47500,1,5,5,1,2,2,2,1,3,85000,1,1,25000,1,53,1,1960,2,1,1,5,3,1,6,1,1,17,,,1,200,200,1,50,50,1.25,.14,1.58,7.9000001,231.2,-19.93,3.4100001,0,-1,0,0,-1,0,-1,-1,-1,1,-1,0,10,5,1,-1,1,-1,5.325202,1,0,53,1960,0,0,0,0,1,5,3,8,0,0,0,0,1,,,1,200,1,50,1,-4.0700002,1,-17.57,3.8800001,13.3,.12,0,0,1,,3,,0,5,5,-5,50,5,5,3,5,50,5,50,4,,,,,,4.3400002,3.8800001,0,13,62,62,,2.0999999,1,0,4.2798696,5.7201304
